nquest;area3;b19b;b19a;b16;ncomp;sex;studio;staciv;cleta5;eta;cfred
1022923;3;2;2;2;2;2;7;1;3;45;1
1022931;3;2;2;2;1;2;5;2;1;26;1
1022934;3;2;2;2;1;1;5;2;2;40;1
1022941;3;2;2;2;1;1;5;3;3;48;1
1022945;3;2;2;2;3;1;5;1;5;77;1
1022951;3;2;2;1;3;1;7;1;3;45;1
1022954;3;2;2;2;1;2;5;3;5;69;1
1022971;3;2;2;1;2;2;7;3;4;60;1
1022974;3;2;2;2;1;2;5;3;4;64;1
1022979;3;2;2;2;2;1;2;1;5;74;1
1022985;3;2;2;1;3;2;7;1;3;49;1
1022992;3;2;2;2;4;1;7;1;4;57;1
1023008;3;2;2;1;1;2;5;2;4;57;1
1023020;3;2;2;2;5;1;5;2;1;31;1
1023039;3;2;2;2;2;1;7;3;4;55;1
1023040;3;2;2;2;5;1;3;1;3;53;1
1023043;3;2;2;2;2;1;3;1;4;62;1
1023047;3;2;2;2;2;1;4;1;4;61;1
1023050;3;2;2;2;2;2;2;2;4;64;1
1023059;3;2;2;2;1;1;1;4;5;74;1
1023060;3;2;2;2;2;1;4;1;4;58;1
1023064;3;2;2;2;1;2;1;4;5;86;1
1023084;3;2;2;2;3;1;5;1;3;52;1
1023103;3;2;2;1;5;1;5;1;2;40;1
1023104;3;2;2;2;1;1;5;3;5;66;1
1023134;3;2;2;2;2;1;5;1;5;71;1
1023202;3;2;2;2;3;1;3;1;4;61;1
1023205;3;2;2;2;3;1;3;1;5;70;1
1023218;3;2;2;2;2;1;7;1;5;87;1
1023223;3;2;2;2;2;1;3;1;5;81;1
1023226;3;2;2;2;2;1;7;4;3;48;1
1023247;3;2;2;2;3;1;8;1;5;72;1
1023281;3;2;2;2;2;1;5;1;5;67;1
1023286;3;2;2;2;2;2;2;1;5;78;1
1023295;3;2;2;2;1;1;4;3;5;68;1
1023298;3;2;2;2;3;2;3;4;3;45;1
1023302;3;2;2;1;3;1;5;1;3;47;1
1023305;3;2;2;2;4;2;3;3;3;45;1
1023310;3;2;2;1;4;1;7;1;4;55;1
1023315;3;2;2;1;1;1;3;2;1;27;1
1023317;3;2;2;2;4;1;5;1;1;32;1
1023332;3;2;2;2;1;2;5;2;2;38;1
1023334;3;2;2;2;2;1;5;1;3;53;1
1023346;3;2;2;2;3;1;3;1;5;73;1
1023350;3;2;2;2;4;1;5;1;4;64;1
1023359;3;2;2;2;2;1;3;1;5;69;1
1023360;3;2;2;2;1;2;2;4;4;64;1
1023363;3;2;2;2;3;1;2;1;4;59;1
1023365;3;2;2;2;2;2;5;2;3;52;1
1023369;3;2;2;2;5;1;5;1;4;60;1
1023377;3;2;2;2;3;1;6;2;1;30;1
1023393;3;2;2;2;1;2;2;4;5;77;1
1023396;3;2;2;1;1;1;2;4;5;66;1
1023399;3;2;2;2;1;2;2;4;5;80;1
1023401;3;2;2;2;2;1;3;1;5;71;1
1023406;3;2;2;2;3;2;3;4;5;87;1
1023407;3;2;2;2;2;1;2;1;5;89;1
1023413;3;2;2;2;2;2;2;4;5;87;1
1023436;3;2;2;2;1;2;2;4;5;74;1
1023456;3;2;2;2;3;1;5;1;4;64;1
1023467;3;2;2;2;4;1;3;1;4;59;1
1023476;3;2;2;2;2;2;5;1;5;65;1
1023548;3;2;2;2;4;1;7;1;4;63;1
1023571;3;2;2;1;1;1;8;2;2;44;1
1023576;3;2;2;1;2;1;3;3;4;62;1
1023593;3;2;2;2;1;1;5;2;2;38;1
1023595;3;2;2;2;1;2;7;4;5;74;1
1023599;3;2;2;2;3;1;3;1;5;67;1
1023609;3;2;2;2;2;1;4;2;4;56;1
1023611;3;2;2;2;1;2;5;3;4;57;1
1023613;3;2;2;2;4;1;4;1;4;59;1
1023618;3;2;2;2;2;1;4;1;4;64;1
1023620;3;2;2;2;3;1;5;4;4;61;1
1023621;3;2;2;2;3;1;3;1;5;65;1
1023628;3;2;2;2;4;2;5;4;2;42;1
1023634;3;2;2;2;5;1;5;1;2;40;1
1023650;3;2;2;2;2;1;3;1;4;57;1
1023688;3;2;2;2;4;1;4;1;2;38;1
1023691;3;2;2;2;2;1;2;1;5;65;1
1023693;3;2;2;2;4;2;5;1;4;61;1
1023698;3;2;2;2;2;1;1;1;5;78;1
1023740;3;2;2;1;2;1;7;1;4;57;1
1023748;3;2;2;2;2;1;1;1;5;71;1
1023749;3;2;2;1;1;2;5;3;4;61;1
1023751;3;2;2;2;2;1;3;1;5;79;1
1023764;3;2;2;2;2;1;5;1;5;70;1
1023768;3;2;1;1;2;2;2;4;4;62;1
1023775;3;2;2;2;4;1;5;1;4;57;1
1023784;3;2;2;2;3;1;3;1;4;63;1
1023791;3;2;2;2;4;1;3;1;4;63;1
1023805;3;2;2;1;1;1;3;3;3;46;1
1023810;3;2;2;1;1;1;3;2;2;39;1
1023864;3;2;2;2;1;1;5;2;5;74;1
1023885;3;2;2;2;1;2;2;4;5;69;1
1023887;3;2;2;2;1;1;2;3;5;72;1
1023890;3;2;2;2;5;1;3;3;3;47;1
1023895;3;2;2;2;3;1;5;1;5;77;1
1023958;3;2;2;2;5;1;3;1;1;34;1
1023966;3;2;2;2;3;1;5;1;5;73;1
1023980;3;2;2;2;5;1;5;1;3;53;1
1023981;3;2;2;2;2;1;5;1;5;65;1
1023986;3;2;2;2;1;2;5;4;5;79;1
1023996;3;2;2;2;2;1;5;1;5;68;1
1024061;3;2;2;1;2;2;5;3;3;54;1
1024088;3;2;2;2;1;1;3;4;5;67;1
1024089;3;2;2;2;2;1;5;1;5;72;1
1024091;3;2;2;2;1;2;2;4;5;69;1
1024094;3;2;2;2;2;1;3;1;5;72;1
1024107;3;2;2;2;1;2;5;2;2;41;1
1024164;3;2;2;2;4;2;7;1;4;59;1
1024165;3;2;2;2;1;1;3;1;4;59;1
1024187;3;2;2;2;1;1;3;1;5;73;1
1024191;3;2;2;2;3;2;7;1;4;62;1
1024194;3;2;2;2;3;1;3;1;5;68;1
1024203;3;2;2;2;2;1;2;2;4;55;1
1024207;3;2;2;2;2;1;2;1;5;75;1
1024218;3;2;2;2;4;2;7;1;4;55;1
1024224;3;2;2;2;2;1;3;1;5;67;1
1024236;3;2;2;2;2;2;3;1;4;58;1
1024240;3;2;2;2;3;1;5;1;3;53;1
1024243;3;2;2;2;3;1;3;1;5;67;1
1024247;3;2;2;2;4;1;3;1;3;49;1
1024261;3;2;2;2;3;1;7;1;3;53;1
1024281;3;2;2;1;1;1;3;3;3;48;1
1024299;3;2;2;2;2;2;3;3;3;49;1
1024318;3;2;2;2;1;2;5;2;1;25;1
1024328;3;2;2;2;1;2;2;4;5;88;1
1024332;3;2;2;2;1;1;3;4;5;90;1
1024337;3;2;2;2;1;2;2;4;5;84;1
1024345;3;2;2;2;1;2;5;2;5;85;1
1024358;3;2;2;2;2;1;3;1;5;73;1
1024405;3;2;2;2;1;2;5;4;5;91;1
1024428;3;2;2;2;1;2;7;3;5;77;1
1024429;3;2;2;2;5;2;5;1;4;61;1
1024444;3;2;2;2;1;1;5;4;5;88;1
1024468;3;2;2;2;1;2;2;2;5;86;1
1024473;3;2;2;2;1;1;2;3;5;78;1
1024484;3;2;2;2;1;2;2;3;5;87;1
1024488;3;2;2;2;2;1;5;1;5;67;1
1024495;3;2;2;2;4;1;7;1;3;54;1
1024499;3;2;2;2;1;1;2;3;5;82;1
1024503;3;2;2;2;1;2;2;4;5;75;1
1024553;3;2;2;2;1;2;1;2;4;61;1
1024554;3;2;2;2;2;1;2;1;4;56;1
1024555;3;2;2;2;5;1;5;1;4;61;1
1024566;3;2;2;2;4;2;3;1;3;49;1
1024570;3;2;2;2;2;2;5;3;3;54;1
1024571;3;2;2;2;3;1;5;1;4;63;1
1024582;3;2;2;2;3;1;5;1;3;53;1
1024583;3;2;2;2;3;1;5;2;1;23;1
1024616;3;2;2;1;1;1;5;3;5;65;1
1024635;3;2;2;2;3;1;3;1;3;51;1
1024636;3;2;2;2;5;1;7;1;3;51;1
1024652;3;2;2;2;3;1;7;1;4;56;1
1024653;3;2;2;2;3;1;5;1;4;55;1
1024707;3;2;2;2;2;1;7;1;4;63;1
1024725;3;2;2;1;4;1;7;1;3;52;1
1024731;3;2;2;2;1;1;5;3;5;65;1
1024736;3;2;2;2;1;2;3;3;5;75;1
1024743;3;2;2;2;1;1;7;1;5;75;1
1024745;3;2;2;2;1;2;7;4;5;77;1
1024752;3;2;2;2;5;1;5;1;5;68;1
1024760;3;2;2;2;1;1;7;3;3;52;1
1024762;3;2;2;1;2;1;5;1;4;60;1
1024773;3;2;2;1;3;1;6;1;2;35;1
1024784;3;2;2;1;1;1;5;1;2;43;1
1024798;3;2;2;2;2;1;2;1;5;67;1
1024813;3;2;2;2;1;2;2;4;5;85;1
1024913;3;2;2;2;4;1;3;1;3;46;1
1024917;3;2;2;2;3;2;5;1;2;37;1
1024965;3;2;2;2;3;2;1;4;5;80;1
1024978;3;2;2;2;1;2;2;2;5;85;1
1024980;3;2;2;2;1;1;3;4;5;85;1
1024990;3;2;2;2;2;1;2;1;5;81;1
1025006;3;2;2;2;2;1;2;1;5;76;1
1025007;3;2;2;2;3;1;2;1;5;77;1
1025010;3;2;2;2;2;2;7;1;5;68;1
1025023;3;2;2;2;1;2;7;4;5;74;1
1025033;3;2;2;2;2;1;2;1;5;71;1
1025052;3;2;2;2;3;1;7;1;5;71;1
1025053;3;2;2;2;2;1;3;1;5;68;1
1025101;3;2;2;2;2;2;3;2;1;24;1
1025127;3;2;2;2;4;1;3;1;4;57;1
1025155;3;2;2;2;1;1;2;2;3;53;1
1025162;3;2;2;2;5;1;5;1;3;52;1
1025169;3;2;2;2;4;1;3;1;3;49;1
1025199;3;2;2;2;4;2;7;1;2;39;1
1025226;3;2;2;1;1;1;3;2;1;31;1
1025234;3;2;2;1;2;2;5;3;4;56;1
1025253;3;2;2;2;1;2;3;4;4;59;1
1025263;3;2;2;2;1;2;2;3;5;75;1
1025266;3;2;2;2;2;1;5;1;4;62;1
1025294;3;2;2;2;2;1;3;1;3;54;1
1025336;3;2;2;2;2;1;3;1;5;72;1
1025338;3;2;2;2;1;2;4;3;4;64;1
1025400;3;2;2;2;3;1;4;1;4;61;1
1025408;3;2;2;2;1;2;3;3;5;75;1
1025419;3;2;2;1;1;2;7;3;4;58;1
1025430;3;2;2;2;2;1;2;1;5;89;1
1025465;3;2;2;2;1;2;1;2;5;84;1
1025468;3;2;2;2;1;2;2;4;5;86;1
1025483;3;2;2;2;2;1;5;1;5;86;1
1025512;3;2;2;2;2;2;5;4;5;73;1
1025519;3;2;2;2;3;1;5;1;4;59;1
1025537;3;2;2;2;3;2;7;3;3;45;1
1025551;3;2;2;2;3;1;3;1;3;52;1
1025568;3;2;2;1;3;1;5;2;1;28;1
1025583;3;2;2;2;5;2;3;4;2;37;1
1025585;3;2;2;2;1;2;4;4;5;74;1
1025589;3;2;2;2;2;1;1;1;5;67;1
1025623;3;2;2;1;3;1;3;1;1;23;1
1025641;3;2;2;2;3;1;2;1;5;89;1
1025645;3;2;2;2;1;2;5;4;5;82;1
1025664;3;2;2;2;2;1;2;1;5;70;1
1025794;3;2;2;2;1;2;5;2;1;21;1
1025813;3;2;2;2;1;2;2;4;5;74;1
1025822;3;2;2;2;1;2;3;3;4;58;1
1025884;3;2;2;2;3;1;3;1;2;42;1
1025887;3;2;2;2;5;2;2;4;5;85;1
1025899;3;2;2;2;2;1;1;1;5;82;1
1025913;3;2;2;2;2;2;2;4;5;75;1
1025920;3;2;2;2;2;1;2;4;5;77;1
1025951;3;2;2;2;5;1;5;2;2;42;1
1025955;3;2;2;2;1;2;3;4;5;98;1
1025974;3;2;2;2;3;1;6;2;2;41;1
1025979;3;2;2;2;4;2;5;1;2;35;1
1025992;3;2;2;2;2;1;3;2;4;64;1
1025997;3;2;2;2;4;1;1;2;3;54;1
1026003;3;2;2;2;1;1;3;2;5;65;1
1026021;3;2;2;2;4;2;3;4;4;63;1
1026042;3;2;2;2;1;2;2;4;5;77;1
1026059;3;2;2;2;2;2;2;4;5;85;1
1026060;3;2;2;2;1;2;1;4;5;85;1
1026063;3;2;2;2;3;1;1;1;5;87;1
1026084;3;2;2;2;1;1;7;4;5;82;1
1026101;3;2;2;2;2;2;3;1;5;76;1
1026108;3;2;2;2;1;2;1;4;5;84;1
1026109;3;2;2;2;1;1;3;4;4;56;1
1026135;3;2;2;2;2;1;2;1;5;79;1
1026150;3;2;2;2;4;1;7;1;5;76;1
1026153;3;2;2;2;3;1;2;1;5;72;1
1026158;3;2;2;2;3;2;2;4;5;76;1
1026160;3;2;2;2;2;2;3;2;4;56;1
1026162;3;2;2;2;2;1;7;1;5;84;1
1026164;3;2;2;2;6;1;7;1;3;48;1
1026174;3;2;2;2;3;2;7;2;3;45;1
1026176;3;2;2;2;2;1;2;1;5;74;1
1026200;3;2;2;2;2;1;2;1;5;71;1
1026204;3;2;2;2;1;2;5;2;5;77;1
1026223;3;2;2;2;2;1;3;1;5;81;1
1026231;3;2;2;2;2;1;7;1;5;74;1
1026240;3;2;2;2;2;1;2;1;5;78;1
1026244;3;2;2;2;2;1;3;1;5;71;1
1026253;3;2;2;2;2;1;5;1;5;75;1
1026258;3;2;2;2;2;1;3;1;5;67;1
1026276;3;2;2;2;8;2;2;1;4;58;1
1026295;3;2;2;2;1;2;5;3;3;49;1
1026299;3;2;2;2;2;1;3;2;1;20;1
1026309;3;2;2;2;2;1;2;1;5;71;1
1026310;3;2;2;2;3;2;5;2;3;52;1
1026314;3;2;2;2;4;1;7;1;5;76;1
1026319;3;2;2;2;1;2;3;2;5;69;1
1026340;3;2;2;2;2;1;7;1;5;70;1
1026341;3;2;2;2;2;2;2;4;5;72;1
1026345;3;2;2;2;4;2;2;4;5;79;1
1026348;3;2;2;2;2;1;7;1;5;76;1
1026350;3;2;2;2;1;2;5;4;5;79;1
1026375;3;2;2;2;3;1;2;1;5;74;1
1026401;3;2;2;2;2;1;2;1;5;68;1
1026405;3;2;2;2;3;1;5;1;5;71;1
1026443;3;2;2;2;2;1;5;1;5;69;1
1026454;3;2;2;2;2;2;5;4;5;68;1
1026459;3;2;2;2;2;2;2;4;5;74;1
1026460;3;2;2;2;4;1;5;1;2;44;1
1026487;3;2;2;2;2;1;7;1;5;74;1
1026493;3;2;2;2;5;1;7;1;5;70;1
1026503;3;2;2;2;2;1;2;1;5;72;1
1026512;3;2;2;2;2;1;2;1;5;84;1
1026516;3;2;2;2;3;2;2;4;5;73;1
1026518;3;2;2;2;2;1;5;1;5;79;1
1026540;3;2;2;2;2;1;5;2;1;30;1
1026551;3;2;2;2;2;1;3;1;5;75;1
1026562;3;2;2;2;2;1;2;1;5;69;1
1026565;3;2;2;2;3;1;5;1;5;70;1
1026566;3;2;2;2;2;1;3;1;5;88;1
1026569;3;2;2;2;3;1;5;2;1;30;1
1026574;3;2;2;2;2;2;5;1;5;70;1
1026592;3;2;2;2;2;1;7;1;5;68;1
1026598;3;2;2;2;2;1;5;1;5;69;1
1026609;3;2;2;2;2;2;5;1;4;62;1
1026616;3;2;2;2;2;1;2;1;5;74;1
1026618;3;2;2;2;2;1;3;1;5;69;1
1026623;3;2;2;2;2;1;3;1;4;64;1
1026633;3;2;2;2;2;1;5;2;1;32;1
1026637;3;2;2;2;4;1;3;1;5;67;1
1026652;3;2;2;2;2;1;5;1;5;65;1
1026655;3;2;2;2;2;1;7;1;5;71;1
1026658;3;2;2;2;3;1;2;1;5;68;1
1026665;3;2;2;2;2;1;5;1;5;69;1
1026676;3;2;2;2;2;2;2;4;5;67;1
1026682;3;2;2;2;1;2;2;4;4;56;1
1026687;3;2;2;2;2;1;5;1;5;71;1
1026693;3;2;2;2;3;1;7;1;5;72;1
1026696;3;2;2;2;3;1;5;1;3;53;1
1026697;3;2;2;2;2;1;7;4;5;65;1
1026713;3;2;2;2;3;1;3;1;5;66;1
1026716;3;2;2;2;2;1;7;1;5;74;1
1026719;3;2;2;2;3;2;5;4;4;57;1
1026729;3;2;2;2;6;1;3;1;4;58;1
1026738;3;2;2;2;2;1;5;1;4;61;1
1026740;3;2;2;1;2;2;5;1;4;59;1
1026756;3;2;2;2;1;2;3;3;4;60;1
1026759;3;2;2;2;3;2;5;2;1;24;1
1026760;3;2;2;2;2;1;5;1;1;34;1
1026782;3;2;2;1;4;1;3;1;2;37;1
1026796;3;2;2;2;3;1;5;1;4;64;1
1026808;3;2;2;2;4;1;3;1;4;62;1
1026813;3;2;2;2;2;2;7;1;4;61;1
1026816;3;2;2;2;3;1;3;1;4;62;1
1026834;3;2;2;2;3;2;5;2;1;32;1
1026860;3;2;2;2;1;1;3;3;4;59;1
1026884;3;2;2;2;3;1;5;1;4;59;1
1026885;3;2;2;2;3;1;3;1;4;58;1
1026894;3;2;2;2;4;2;5;1;4;56;1
1026897;3;2;2;2;4;1;5;1;4;58;1
1026925;3;2;2;2;4;1;5;1;4;56;1
1026946;3;2;2;1;2;1;5;1;4;59;1
1026954;3;2;2;2;2;1;3;1;3;49;1
1026957;3;2;2;2;4;1;5;1;3;51;1
1026958;3;2;2;2;3;2;7;1;4;55;1
1026968;3;2;2;2;4;2;3;1;3;46;1
1026977;3;2;2;2;1;1;4;4;5;76;1
1026979;3;2;2;2;5;1;3;1;3;53;1
1026987;3;2;2;2;2;1;3;1;4;61;1
1026993;3;2;2;2;4;1;4;1;4;55;1
1027011;3;2;2;2;2;1;5;1;4;57;1
1027017;3;2;2;2;4;2;5;1;3;51;1
1027037;3;2;2;2;4;1;3;1;3;46;1
1027043;3;2;2;2;2;1;3;1;5;65;1
1027046;3;2;2;2;2;2;2;1;4;58;1
1027054;3;2;2;2;3;1;3;1;3;53;1
1027067;3;2;2;2;3;2;7;1;4;57;1
1027072;3;2;2;2;1;1;5;2;2;35;1
1027080;3;2;2;2;3;1;3;1;4;63;1
1027092;3;2;2;2;1;2;4;2;4;62;1
1027093;3;2;2;2;4;1;8;1;5;68;1
1027096;3;2;2;1;2;2;5;3;4;64;1
1027140;3;2;2;2;5;2;5;1;2;40;1
1027166;3;2;2;2;3;2;5;1;3;54;1
1027179;3;2;2;2;2;1;5;1;3;51;1
1027216;3;2;2;2;4;1;7;1;4;58;1
1027217;3;2;2;2;2;1;3;1;3;54;1
1027239;3;2;2;2;5;1;7;1;4;57;1
1027242;3;2;2;2;3;1;5;1;4;61;1
1027289;3;2;2;2;2;1;7;1;5;93;1
1027296;3;2;2;2;2;2;5;4;3;50;1
1027306;3;2;2;2;3;1;3;1;3;45;1
1027315;3;2;2;2;3;2;5;3;3;52;1
1027347;3;2;2;2;4;2;3;2;2;43;1
1027348;3;2;2;2;3;2;5;4;4;60;1
1027367;3;2;2;2;2;1;7;1;3;45;1
1027375;3;2;2;2;4;1;3;1;3;51;1
1027384;3;2;2;2;4;2;3;1;2;44;1
1027408;3;2;2;2;2;2;7;3;2;41;1
1027410;3;2;2;2;1;2;5;2;2;43;1
1027440;3;2;2;2;4;1;4;1;3;48;1
1027452;3;2;2;1;4;1;3;1;2;43;1
1027481;3;2;2;1;1;1;4;3;2;40;1
1027488;3;2;2;2;4;1;7;1;3;49;1
1027524;3;2;2;2;5;1;3;2;1;18;1
1027563;3;2;2;2;3;1;3;1;5;67;1
1027589;3;2;2;2;1;2;7;2;3;46;1
1027596;3;2;2;2;4;1;5;1;5;74;1
1027602;3;2;2;2;3;1;7;1;3;48;1
1027616;3;2;2;2;4;2;3;1;2;37;1
1027618;3;2;2;2;3;1;3;1;2;42;1
1027629;3;2;2;2;1;1;4;2;3;51;1
1027669;3;2;2;2;1;2;3;3;4;55;1
1027679;3;2;2;2;4;1;7;1;2;41;1
1027683;3;2;2;1;2;1;5;1;2;41;1
1027686;3;2;2;2;4;1;7;1;3;45;1
1027691;3;2;2;1;1;1;3;2;2;35;1
1027709;3;2;2;2;2;1;3;1;2;36;1
1027712;3;2;2;2;2;1;5;2;4;56;1
1027723;3;2;2;2;4;1;3;1;1;25;1
1027753;3;2;2;2;2;2;1;4;5;75;1
1027772;3;2;2;2;3;1;3;1;5;67;1
1027777;3;2;2;2;2;2;1;3;5;78;1
1027794;3;2;2;2;4;1;3;1;2;35;1
1027800;3;2;2;2;2;1;3;1;2;38;1
1027811;3;2;2;2;1;2;5;2;1;34;1
1027818;3;2;2;2;4;1;7;2;1;27;1
1027837;3;2;2;2;1;1;1;4;5;78;1
1027862;3;2;2;2;5;1;5;1;2;36;1
1027882;3;2;2;2;1;2;3;2;5;66;1
1027887;3;2;2;2;3;1;7;3;4;55;1
1027908;3;2;2;1;1;2;7;2;3;53;1
1027911;3;2;2;2;4;1;1;1;4;58;1
1027916;3;1;2;2;3;1;3;1;5;88;1
1027926;3;2;2;1;1;1;3;3;3;48;1
1027940;3;2;2;2;5;1;2;1;1;34;1
1027956;3;2;2;1;1;1;3;3;4;62;1
1027965;3;2;2;2;2;1;3;1;1;32;1
1027966;3;2;2;2;4;1;7;1;3;52;1
1027984;3;2;2;2;3;1;3;1;1;22;1
1027995;3;2;2;2;1;1;5;3;2;44;1
1027999;3;2;2;2;1;2;5;4;4;63;1
1028039;3;2;2;2;1;2;2;4;5;76;1
1028053;3;2;2;2;5;2;3;3;2;42;1
1028057;3;2;2;1;2;1;7;1;4;64;1
1028064;3;2;2;2;3;1;2;1;3;51;1
1028071;3;2;2;1;4;2;5;1;2;44;1
1028080;3;2;2;2;4;1;3;1;1;27;1
1028097;3;2;2;2;3;2;5;4;5;80;1
1028105;3;2;2;2;4;1;7;1;3;46;1
1028113;3;2;2;2;1;2;7;4;5;83;1
1028119;3;2;2;2;4;1;3;2;2;43;1
1028146;3;2;2;2;2;2;3;4;5;79;1
1028162;3;2;2;2;2;1;7;1;4;64;1
1028198;3;2;2;2;4;1;3;1;3;51;1
1028204;3;2;2;2;4;1;5;1;3;54;1
1028205;3;2;2;2;4;1;3;1;3;52;1
1028207;3;2;2;2;3;2;8;1;3;52;1
1028233;3;2;2;1;2;1;5;1;1;32;1
1028248;3;2;2;2;2;1;3;1;5;74;1
1028296;3;2;2;2;2;1;5;1;5;81;1
1028322;3;2;2;2;1;2;3;2;4;59;1
1028324;3;2;2;2;1;2;3;4;5;88;1
1028330;3;2;2;2;1;2;3;4;5;83;1
1028383;3;2;2;2;1;2;2;2;5;90;1
1028402;3;2;2;2;1;2;7;4;5;82;1
1028491;3;2;2;2;2;2;7;1;5;75;1
1028529;3;2;2;2;3;2;7;1;5;68;1
1028532;3;2;2;2;3;1;5;1;5;69;1
1028676;3;2;2;2;2;2;6;1;3;54;1
1028678;3;2;2;2;1;1;5;3;4;61;1
1028701;3;2;2;2;2;1;5;1;4;57;1
1028705;3;2;2;2;3;1;7;2;1;27;1
1028744;3;2;2;2;4;2;7;1;4;55;1
1028837;3;2;2;2;2;1;5;1;4;56;1
1029015;3;2;2;2;1;1;5;3;5;67;1
1029354;3;2;2;1;3;1;6;1;4;57;1
1029369;3;2;2;2;1;2;3;2;5;66;1
1029560;3;2;2;2;1;2;5;4;5;83;1
1029575;3;2;2;2;2;1;3;1;5;78;1
1029576;3;2;2;2;1;2;1;4;5;85;1
1029579;3;2;2;2;1;2;1;4;5;76;1
1029580;3;2;2;2;2;1;5;1;5;93;1
1029650;3;2;2;2;2;1;5;1;5;67;1
1029674;3;2;2;2;1;2;7;3;4;59;1
1029751;3;2;2;2;2;1;3;1;5;71;1
1029758;3;2;2;2;2;1;2;1;5;67;1
1029760;3;2;2;2;1;2;2;4;5;88;1
1029772;3;2;2;2;2;1;2;1;5;69;1
1029773;3;2;2;2;2;1;3;1;5;80;1
1029781;3;2;2;2;2;1;5;1;5;65;1
1029789;3;2;2;2;2;1;3;1;5;68;1
1029791;3;2;2;2;2;1;3;1;5;68;1
1029792;3;2;2;2;1;2;2;4;5;80;1
1029813;3;2;2;2;2;1;2;1;5;80;1
1029823;3;2;2;2;1;2;1;4;5;81;1
1029827;3;2;2;2;2;1;5;1;5;73;1
1029830;3;2;2;2;2;1;3;1;5;74;1
1029853;3;2;2;2;1;2;2;4;5;80;1
1029854;3;2;2;2;2;1;2;1;5;77;1
1029869;3;2;2;2;1;2;1;4;5;86;1
1029879;3;2;2;2;1;2;2;4;5;76;1
1029893;3;2;2;2;1;2;3;2;5;73;1
1029913;3;2;2;2;1;2;2;4;5;85;1
1029914;3;2;2;2;2;1;2;1;5;75;1
1029917;3;2;2;2;1;2;1;4;5;89;1
1029933;3;2;2;2;1;2;2;4;5;74;1
1029945;3;2;2;2;2;1;5;1;5;82;1
1029978;3;2;2;2;3;1;5;1;4;62;1
1029979;3;2;2;2;3;1;3;1;5;68;1
1030000;3;2;2;2;3;1;3;1;5;77;1
1030006;3;2;2;2;4;1;3;1;4;59;1
1030015;3;2;2;2;2;2;5;4;5;74;1
1030020;3;2;2;2;2;1;3;1;5;74;1
1030026;3;2;2;2;2;2;3;2;3;52;1
1030074;3;2;2;2;4;2;7;1;3;52;1
1030079;3;2;2;2;4;1;7;1;3;49;1
1030084;3;2;2;2;3;2;6;3;3;46;1
1030092;3;2;2;2;4;1;7;3;3;51;1
1030106;3;2;2;2;2;1;5;1;5;65;1
1030118;3;2;2;1;1;2;3;3;4;60;1
1030122;3;2;2;2;4;1;5;1;2;43;1
1030124;3;2;2;2;1;2;5;4;5;67;1
1030145;3;2;2;2;2;2;7;2;3;47;1
1030151;3;2;2;2;1;1;3;2;3;49;1
1030161;3;2;2;2;1;2;3;4;5;86;1
1030162;3;2;2;2;3;1;5;1;5;80;1
1030166;3;2;2;2;1;2;5;4;5;84;1
1030170;3;2;2;2;2;2;5;2;5;69;1
1030184;3;2;2;2;1;2;2;4;5;80;1
1030189;3;2;2;2;3;1;3;1;5;65;1
1030190;3;2;2;2;3;1;3;1;4;60;1
1030197;3;2;2;2;2;1;5;1;5;75;1
1030199;3;2;2;2;2;1;3;1;5;70;1
1030209;3;2;2;2;5;1;3;1;4;59;1
1030216;3;2;2;2;4;1;3;1;4;56;1
1030228;3;2;2;1;5;1;5;3;3;50;1
1030254;3;2;2;2;1;2;4;3;3;48;1
1030262;3;2;2;2;1;1;5;2;5;83;1
1030265;3;2;2;2;2;1;2;1;5;82;1
1030266;3;2;2;2;1;2;2;4;5;70;1
1030267;3;2;2;2;1;2;2;4;5;71;1
1030276;3;2;2;2;3;1;3;1;5;67;1
1030288;3;2;2;2;2;1;5;1;5;66;1
1030293;3;2;2;2;2;1;3;1;4;57;1
1030298;3;2;2;2;2;2;5;1;4;57;1
1030317;3;2;2;2;1;2;5;4;4;63;1
1030339;3;2;2;2;4;2;4;2;1;23;1
1030370;3;2;2;1;1;2;5;2;2;36;1
1030382;3;2;2;2;1;2;2;4;5;89;1
1030385;3;2;2;2;1;2;2;4;5;81;1
1030414;3;2;2;2;2;1;3;2;4;59;1
1030416;3;2;2;2;1;2;3;4;5;89;1
1030433;3;2;2;2;3;1;5;2;4;61;1
1030436;3;2;2;2;5;1;2;1;5;87;1
1030439;3;2;2;2;3;2;2;4;5;83;1
1030473;3;2;2;2;1;2;3;4;5;84;1
1030476;3;2;2;2;1;1;3;2;3;49;1
1030484;3;2;2;2;2;1;5;2;3;51;1
1030492;3;2;2;2;4;1;4;1;4;57;1
1030494;3;2;2;2;2;1;2;1;5;76;1
1030503;3;2;2;2;2;1;2;1;5;77;1
1030515;3;2;2;2;3;2;5;2;3;47;1
1030529;3;2;2;2;2;2;2;4;5;83;1
1030531;3;2;2;2;3;1;3;1;5;75;1
1030539;3;2;2;2;1;2;7;4;5;79;1
1030542;3;2;2;2;2;1;4;1;5;79;1
1030563;3;2;2;2;3;2;7;2;2;42;1
1030573;3;2;2;2;2;2;5;4;5;74;1
1030583;3;2;2;2;2;1;5;1;5;72;1
1030593;3;2;2;2;2;1;5;1;5;72;1
